order_date,store_name,store_type,city,state,product_name,category,quantity,unit_price,total_amount,channel,return_reason
2023-11-10,Thakur Traders,Kirana,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,12,110,1320,Offline,
2023-11-06,Modi Kirana,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,28,30,840,Offline,
2023-11-15,Shah General,Kirana,Ahmedabad,Gujarat,NexaCrunch Mixture 200g,Snacks,10,140,1400,Offline,Wrong Item
2023-11-15,Modi Kirana,Kirana,Pune,Maharashtra,NexaGold Chana Dal 1kg,Dal,35,550,19250,Offline,
2023-11-04,Deshpande Store,Kirana,Nashik,Maharashtra,NexaGold Toor Dal 1kg,Dal,33,50,1650,Online,Late Delivery
2023-11-23,Shah General,Kirana,Pune,Maharashtra,NexaGold Turmeric 200g,Spices,16,110,1760,Online,
2023-11-12,Sharma Kirana,Kirana,Nashik,Maharashtra,NexaCrunch Namkeen 150g,Snacks,1,30,30,Offline,Late Delivery
2023-11-12,Big Bazaar Vadodara,Supermarket,Vadodara,Gujarat,NexaGold Turmeric 200g,Spices,36,280,10080,Offline,
2023-11-19,Gaikwad Store,Kirana,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,24,50,1200,Offline,
2023-11-20,Patel Kirana,Kirana,Aurangabad,Maharashtra,NexaClean Dishwash 500ml,Household,9,50,450,Offline,
2023-11-02,Gupta Store,Kirana,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,24,110,2640,Offline,
2023-11-06,Gokhale Provisions,Kirana,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,7,550,3850,Offline,
2023-11-10,Shinde Traders,Kirana,Vadodara,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,12,140,1680,Offline,
2023-11-23,Joshi Traders,Kirana,Solapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,32,30,960,Online,
2023-11-16,Big Bazaar Vadodara,Supermarket,Kolhapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,14,70,980,Offline,Late Delivery
2023-11-01,Thakur Traders,Kirana,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,33,110,3630,Online,
2023-11-06,Shah General,Kirana,Nagpur,Maharashtra,NexaCrunch Mixture 200g,Snacks,37,50,1850,Online,
2023-11-19,Nair Kirana,Kirana,Rajkot,Gujarat,NexaCrunch Namkeen 150g,Snacks,34,280,9520,Online,Wrong Item
2023-11-21,Patel Kirana,Kirana,Solapur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,8,110,880,Offline,Damaged
2023-11-27,Reliance Fresh Rajkot,Supermarket,Rajkot,Gujarat,NexaGold Turmeric 200g,Spices,7,70,490,Offline,
2023-11-09,Sharma Kirana,Kirana,Solapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,8,110,880,Offline,Late Delivery
2023-11-20,Star Bazaar Pune,Supermarket,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,3,280,840,Offline,
2023-11-07,More Supermarket Viman Nagar,Supermarket,Aurangabad,Maharashtra,NexaGold Wheat Atta 5kg,Atta,5,140,700,Offline,
2023-11-15,Shinde Traders,Kirana,Rajkot,Gujarat,NexaCare Shampoo 200ml,Personal Care,15,350,5250,Offline,
2023-11-26,Star Bazaar Pune,Supermarket,Pune,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,33,550,18150,Offline,
2023-11-07,Nair Kirana,Kirana,Nashik,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,13,110,1430,Online,Late Delivery
2023-11-03,Thakur Traders,Kirana,Surat,Gujarat,NexaGold Toor Dal 1kg,Dal,38,550,20900,Offline,
2023-11-07,Mishra Provisions,Kirana,Surat,Gujarat,NexaCrunch Chips 100g,Snacks,16,280,4480,Offline,
2023-11-16,Reliance Fresh Baner,Supermarket,Aurangabad,Maharashtra,NexaGold Wheat Atta 10kg,Atta,6,70,420,Offline,
2023-11-09,Sharma Kirana,Kirana,Vadodara,Gujarat,NexaCare Soap 100g,Personal Care,22,550,12100,Offline,
2023-11-03,Thakur Traders,Kirana,Ahmedabad,Gujarat,NexaGold Turmeric 200g,Spices,12,280,3360,Offline,
2023-11-02,Patil General,Kirana,Surat,Gujarat,NexaGold Toor Dal 1kg,Dal,6,70,420,Offline,
2023-11-06,Gupta Store,Kirana,Nagpur,Maharashtra,NexaGold Moong Dal 1kg,Dal,16,110,1760,Offline,
2023-11-08,Star Bazaar Pune,Supermarket,Aurangabad,Maharashtra,NexaGold Toor Dal 1kg,Dal,18,140,2520,Online,
2023-11-19,Khare Kirana,Kirana,Surat,Gujarat,NexaGold Chana Dal 1kg,Dal,11,110,1210,Offline,
2023-11-08,Modi Kirana,Kirana,Pune,Maharashtra,NexaCare Soap 100g,Personal Care,24,110,2640,Online,
2023-11-15,More Supermarket Viman Nagar,Supermarket,Nagpur,Maharashtra,NexaClean Dishwash 500ml,Household,34,280,9520,Online,
2023-11-07,Shinde Traders,Kirana,Aurangabad,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,5,70,350,Offline,
2023-11-24,Reliance Fresh Wakad,Supermarket,Rajkot,Gujarat,NexaGold Toor Dal 1kg,Dal,17,50,850,Online,Wrong Item
2023-11-04,More Supermarket Viman Nagar,Supermarket,Vadodara,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,38,110,4180,Offline,
2023-11-26,Patil General,Kirana,Nagpur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,16,70,1120,Offline,
2023-11-27,Desai Provisions,Kirana,Pune,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,12,280,3360,Online,
2023-11-21,Chavan Traders,Kirana,Kolhapur,Maharashtra,NexaGold Moong Dal 1kg,Dal,39,350,13650,Offline,
2023-11-03,Thakur Traders,Kirana,Aurangabad,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,4,280,1120,Online,
2023-11-03,Pawar General,Kirana,Nagpur,Maharashtra,NexaCrunch Mixture 200g,Snacks,12,140,1680,Online,Late Delivery
2023-11-15,Big Bazaar Vadodara,Supermarket,Solapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,36,70,2520,Online,Late Delivery
2023-11-12,Reliance Fresh Baner,Supermarket,Solapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,21,140,2940,Offline,
2023-11-13,Mishra Provisions,Kirana,Ahmedabad,Gujarat,NexaCrunch Mixture 200g,Snacks,11,350,3850,Offline,
2023-11-06,Apte Traders,Kirana,Ahmedabad,Gujarat,NexaGold Multigrain Atta 5kg,Atta,33,350,11550,Offline,
2023-11-14,Joshi Traders,Kirana,Pune,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,11,110,1210,Online,Wrong Item
2023-11-23,Yadav General,Kirana,Ahmedabad,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,20,350,7000,Offline,Damaged
2023-11-19,Big Bazaar Vadodara,Supermarket,Kolhapur,Maharashtra,NexaClean Dishwash 500ml,Household,26,70,1820,Offline,
2023-11-22,Chavan Traders,Kirana,Nagpur,Maharashtra,NexaClean Floor Cleaner 1L,Household,38,50,1900,Offline,
2023-11-28,Patel Kirana,Kirana,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,27,280,7560,Offline,
2023-11-25,Star Bazaar Pune,Supermarket,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,18,30,540,Online,Late Delivery
2023-11-12,Rajput Provisions,Kirana,Nashik,Maharashtra,NexaCare Soap 100g,Personal Care,13,30,390,Offline,Late Delivery
2023-11-22,Gaikwad Store,Kirana,Solapur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,25,280,7000,Offline,Wrong Item
2023-11-08,Rajput Provisions,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,7,70,490,Offline,
2023-11-15,Shinde Traders,Kirana,Solapur,Maharashtra,NexaGold Turmeric 200g,Spices,6,550,3300,Offline,Wrong Item
2023-11-11,Reliance Fresh Baner,Supermarket,Surat,Gujarat,NexaGold Multigrain Atta 5kg,Atta,2,110,220,Offline,
2023-11-27,D-Mart Aundh,Supermarket,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,19,30,570,Online,
2023-11-17,Jadhav Store,Kirana,Nagpur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,27,50,1350,Offline,
2023-11-13,Pawar General,Kirana,Vadodara,Gujarat,NexaGold Red Chilli 200g,Spices,30,110,3300,Online,
2023-11-03,Pandey Store,Kirana,Ahmedabad,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,12,50,600,Offline,Late Delivery
2023-11-20,Nair Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Wheat Atta 5kg,Atta,18,110,1980,Online,Late Delivery
2023-11-20,D-Mart Aundh,Supermarket,Solapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,36,70,2520,Offline,
2023-11-25,Deshmukh Provisions,Kirana,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,34,110,3740,Offline,
2023-11-11,Reliance Fresh Baner,Supermarket,Kolhapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,33,280,9240,Offline,Damaged
2023-11-26,Yadav General,Kirana,Ahmedabad,Gujarat,NexaClean Dishwash 500ml,Household,8,110,880,Offline,
2023-11-18,Big Bazaar Vadodara,Supermarket,Aurangabad,Maharashtra,NexaCrunch Mixture 200g,Snacks,7,550,3850,Offline,
2023-11-26,Joshi Traders,Kirana,Rajkot,Gujarat,NexaGold Chana Dal 1kg,Dal,29,140,4060,Offline,
2023-11-12,Sharma Kirana,Kirana,Nashik,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,21,350,7350,Online,Damaged
2023-11-06,Bhat Store,Kirana,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,15,110,1650,Offline,Damaged
2023-11-28,More Supermarket Viman Nagar,Supermarket,Rajkot,Gujarat,NexaGold Wheat Atta 10kg,Atta,26,70,1820,Online,
2023-11-06,Kulkarni Store,Kirana,Surat,Gujarat,NexaClean Floor Cleaner 1L,Household,12,280,3360,Online,
2023-11-08,Apte Traders,Kirana,Rajkot,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,16,110,1760,Offline,
2023-11-02,Pandey Store,Kirana,Nashik,Maharashtra,NexaClean Floor Cleaner 1L,Household,37,140,5180,Online,
2023-11-18,D-Mart Hinjewadi,Supermarket,Vadodara,Gujarat,NexaGold Turmeric 200g,Spices,27,70,1890,Offline,
2023-11-27,Mehta Kirana,Kirana,Rajkot,Gujarat,NexaCare Shampoo 200ml,Personal Care,33,30,990,Offline,Wrong Item
2023-11-09,Gokhale Provisions,Kirana,Surat,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,10,280,2800,Online,Late Delivery
2023-11-28,Kulkarni Store,Kirana,Aurangabad,Maharashtra,NexaCrunch Mixture 200g,Snacks,36,70,2520,Offline,
2023-11-08,Big Bazaar Vadodara,Supermarket,Aurangabad,Maharashtra,NexaCrunch Namkeen 150g,Snacks,9,50,450,Offline,Late Delivery
2023-11-03,Yadav General,Kirana,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,39,350,13650,Offline,
2023-11-25,Joshi Traders,Kirana,Aurangabad,Maharashtra,NexaFresh Mango Juice 1L,Beverages,3,30,90,Offline,
2023-11-22,Nair Kirana,Kirana,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,35,350,12250,Offline,Wrong Item
2023-11-27,Apte Traders,Kirana,Ahmedabad,Gujarat,NexaGold Wheat Atta 10kg,Atta,18,140,2520,Offline,
2023-11-12,D-Mart Ahmedabad SG Highway,Supermarket,Rajkot,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,10,140,1400,Offline,
2023-11-07,Jadhav Store,Kirana,Surat,Gujarat,NexaGold Garam Masala 100g,Spices,23,70,1610,Online,
2023-11-03,Deshpande Store,Kirana,Vadodara,Gujarat,NexaGold Moong Dal 1kg,Dal,18,30,540,Offline,Wrong Item
2023-11-07,Star Bazaar Pune,Supermarket,Vadodara,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,35,70,2450,Online,Wrong Item
2023-11-26,Shinde Traders,Kirana,Nagpur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,29,280,8120,Online,Late Delivery
2023-11-02,Mehta Kirana,Kirana,Solapur,Maharashtra,NexaCare Soap 100g,Personal Care,15,550,8250,Offline,Damaged
2023-11-11,Desai Provisions,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,29,140,4060,Offline,
2023-11-18,Bhosale Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Wheat Atta 10kg,Atta,34,140,4760,Offline,
2023-11-02,Thakur Traders,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,12,70,840,Offline,
2023-11-06,Rajput Provisions,Kirana,Nagpur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,14,70,980,Offline,
2023-11-07,More Supermarket Viman Nagar,Supermarket,Aurangabad,Maharashtra,NexaGold Wheat Atta 10kg,Atta,16,50,800,Online,Late Delivery
2023-11-04,Yadav General,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,4,550,2200,Offline,
2023-11-21,Gupta Store,Kirana,Nashik,Maharashtra,NexaGold Turmeric 200g,Spices,4,280,1120,Online,
2023-11-15,Shinde Traders,Kirana,Kolhapur,Maharashtra,NexaCare Soap 100g,Personal Care,40,280,11200,Offline,Wrong Item
2023-11-21,Big Bazaar Vadodara,Supermarket,Vadodara,Gujarat,NexaGold Red Chilli 200g,Spices,11,70,770,Offline,
2023-11-25,Reliance Fresh Rajkot,Supermarket,Rajkot,Gujarat,NexaGold Red Chilli 200g,Spices,34,110,3740,Offline,Late Delivery
2023-11-22,Patil General,Kirana,Nagpur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,29,70,2030,Online,Wrong Item
2023-11-17,Desai Provisions,Kirana,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,25,280,7000,Online,Damaged
2023-11-24,Apte Traders,Kirana,Solapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,9,30,270,Offline,
2023-11-07,Thakur Traders,Kirana,Vadodara,Gujarat,NexaGold Multigrain Atta 5kg,Atta,12,70,840,Offline,
2023-11-13,Khare Kirana,Kirana,Surat,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,29,280,8120,Offline,Damaged
2023-11-04,Shinde Traders,Kirana,Nagpur,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,13,30,390,Offline,Damaged
2023-11-16,Chavan Traders,Kirana,Nashik,Maharashtra,NexaGold Chana Dal 1kg,Dal,15,140,2100,Offline,
2023-11-04,Star Bazaar Pune,Supermarket,Aurangabad,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,36,50,1800,Offline,
2023-11-20,Pandey Store,Kirana,Pune,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,25,70,1750,Offline,
2023-11-24,D-Mart Aundh,Supermarket,Vadodara,Gujarat,NexaCrunch Mixture 200g,Snacks,13,70,910,Offline,
2023-11-05,Nair Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Toor Dal 1kg,Dal,39,550,21450,Offline,Late Delivery
2023-11-02,D-Mart Hinjewadi,Supermarket,Surat,Gujarat,NexaGold Moong Dal 1kg,Dal,38,280,10640,Offline,
2023-11-01,Reliance Fresh Rajkot,Supermarket,Rajkot,Gujarat,NexaGold Red Chilli 200g,Spices,8,110,880,Offline,Wrong Item
2023-11-26,Deshpande Store,Kirana,Vadodara,Gujarat,NexaGold Turmeric 200g,Spices,5,30,150,Offline,
2023-11-27,D-Mart Kothrud,Supermarket,Surat,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,11,110,1210,Online,
2023-11-23,Reliance Fresh Wakad,Supermarket,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,21,550,11550,Offline,
2023-11-17,Deshmukh Provisions,Kirana,Rajkot,Gujarat,NexaCare Shampoo 200ml,Personal Care,9,550,4950,Offline,
2023-11-20,Bhat Store,Kirana,Aurangabad,Maharashtra,NexaGold Chana Dal 1kg,Dal,21,140,2940,Offline,
2023-11-05,D-Mart Kothrud,Supermarket,Rajkot,Gujarat,NexaCare Shampoo 200ml,Personal Care,7,280,1960,Offline,Wrong Item
2023-11-25,Deshpande Store,Kirana,Surat,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,1,350,350,Offline,Wrong Item
2023-11-24,Mehta Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Moong Dal 1kg,Dal,6,280,1680,Offline,
2023-11-25,Reliance Fresh Wakad,Supermarket,Nashik,Maharashtra,NexaGold Wheat Atta 5kg,Atta,4,50,200,Online,Damaged
2023-11-18,Desai Provisions,Kirana,Aurangabad,Maharashtra,NexaGold Turmeric 200g,Spices,27,50,1350,Offline,
2023-11-02,Nair Kirana,Kirana,Vadodara,Gujarat,NexaGold Chana Dal 1kg,Dal,25,350,8750,Offline,
2023-11-25,Yadav General,Kirana,Nagpur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,2,550,1100,Offline,Damaged
2023-11-09,Bhat Store,Kirana,Nashik,Maharashtra,NexaCrunch Mixture 200g,Snacks,5,550,2750,Offline,
2023-11-25,Mishra Provisions,Kirana,Ahmedabad,Gujarat,NexaGold Garam Masala 100g,Spices,7,140,980,Offline,
2023-11-28,Patel Kirana,Kirana,Nagpur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,1,280,280,Offline,Wrong Item
2023-11-27,More Supermarket Viman Nagar,Supermarket,Solapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,25,70,1750,Offline,Wrong Item
2023-11-27,Mishra Provisions,Kirana,Rajkot,Gujarat,NexaCrunch Mixture 200g,Snacks,20,350,7000,Online,
2023-11-01,Yadav General,Kirana,Nashik,Maharashtra,NexaCare Soap 100g,Personal Care,14,50,700,Online,
2023-11-24,Sawant Traders,Kirana,Surat,Gujarat,NexaFresh Mango Juice 1L,Beverages,16,140,2240,Online,
2023-11-18,Patel Kirana,Kirana,Rajkot,Gujarat,NexaClean Floor Cleaner 1L,Household,21,70,1470,Offline,Damaged
2023-11-12,Gokhale Provisions,Kirana,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,10,350,3500,Offline,
2023-11-15,Deshpande Store,Kirana,Aurangabad,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,27,50,1350,Online,
2023-11-03,Joshi Traders,Kirana,Solapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,38,140,5320,Offline,
2023-11-08,Desai Provisions,Kirana,Solapur,Maharashtra,NexaGold Toor Dal 1kg,Dal,24,30,720,Offline,
2023-11-22,Pandey Store,Kirana,Kolhapur,Maharashtra,NexaGold Wheat Atta 10kg,Atta,15,50,750,Offline,
2023-11-07,Reliance Fresh Wakad,Supermarket,Nagpur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,35,70,2450,Offline,
2023-11-27,D-Mart Ahmedabad SG Highway,Supermarket,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,3,280,840,Offline,Late Delivery
2023-11-11,Jadhav Store,Kirana,Ahmedabad,Gujarat,NexaGold Sunflower Oil 1L,Edible Oil,24,30,720,Online,
2023-11-01,Reliance Fresh Baner,Supermarket,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,2,280,560,Offline,
2023-11-01,Gupta Store,Kirana,Nashik,Maharashtra,NexaGold Red Chilli 200g,Spices,14,550,7700,Offline,Wrong Item
2023-11-27,Pawar General,Kirana,Aurangabad,Maharashtra,NexaClean Floor Cleaner 1L,Household,25,110,2750,Offline,
2023-11-04,More Supermarket Viman Nagar,Supermarket,Kolhapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,40,50,2000,Offline,
2023-11-25,Gokhale Provisions,Kirana,Surat,Gujarat,NexaGold Turmeric 200g,Spices,9,30,270,Offline,
2023-11-21,D-Mart Hinjewadi,Supermarket,Aurangabad,Maharashtra,NexaCrunch Namkeen 150g,Snacks,39,140,5460,Online,Wrong Item
2023-11-28,Kulkarni Store,Kirana,Aurangabad,Maharashtra,NexaGold Turmeric 200g,Spices,37,550,20350,Online,Late Delivery
2023-11-12,Pawar General,Kirana,Nashik,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,37,30,1110,Online,
2023-11-09,Yadav General,Kirana,Nagpur,Maharashtra,NexaCrunch Mixture 200g,Snacks,21,280,5880,Online,
2023-11-18,Shinde Traders,Kirana,Ahmedabad,Gujarat,NexaFresh Mixed Fruit 1L,Beverages,14,280,3920,Offline,
2023-11-10,Patil General,Kirana,Aurangabad,Maharashtra,NexaCrunch Namkeen 150g,Snacks,28,550,15400,Offline,
2023-11-15,Patil General,Kirana,Rajkot,Gujarat,NexaGold Toor Dal 1kg,Dal,11,70,770,Online,Late Delivery
2023-11-25,Gokhale Provisions,Kirana,Aurangabad,Maharashtra,NexaCare Soap 100g,Personal Care,10,280,2800,Offline,
2023-11-10,Yadav General,Kirana,Pune,Maharashtra,NexaCrunch Namkeen 150g,Snacks,2,140,280,Offline,
2023-11-23,Gokhale Provisions,Kirana,Kolhapur,Maharashtra,NexaCare Shampoo 200ml,Personal Care,33,350,11550,Offline,
2023-11-02,Patil General,Kirana,Vadodara,Gujarat,NexaGold Groundnut Oil 1L,Edible Oil,11,350,3850,Offline,
2023-11-18,Nair Kirana,Kirana,Aurangabad,Maharashtra,NexaGold Moong Dal 1kg,Dal,11,50,550,Offline,Wrong Item
2023-11-28,Gupta Store,Kirana,Kolhapur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,12,140,1680,Offline,
2023-11-23,Thakur Traders,Kirana,Surat,Gujarat,NexaClean Floor Cleaner 1L,Household,23,350,8050,Offline,Late Delivery
2023-11-15,Big Bazaar Vadodara,Supermarket,Pune,Maharashtra,NexaGold Moong Dal 1kg,Dal,10,70,700,Offline,Wrong Item
2023-11-21,Sawant Traders,Kirana,Nagpur,Maharashtra,NexaCrunch Namkeen 150g,Snacks,29,350,10150,Offline,
2023-11-25,Patel Kirana,Kirana,Pune,Maharashtra,NexaClean Floor Cleaner 1L,Household,4,70,280,Offline,Damaged
2023-11-25,D-Mart Ahmedabad SG Highway,Supermarket,Aurangabad,Maharashtra,NexaGold Wheat Atta 10kg,Atta,2,140,280,Offline,Wrong Item
2023-11-12,Bhat Store,Kirana,Solapur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,16,110,1760,Offline,
2023-11-16,Reliance Fresh Rajkot,Supermarket,Nagpur,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,11,280,3080,Offline,
2023-11-16,Pawar General,Kirana,Nashik,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,29,70,2030,Offline,Wrong Item
2023-11-13,Bhosale Provisions,Kirana,Nashik,Maharashtra,NexaCrunch Chips 100g,Snacks,2,280,560,Offline,Wrong Item
2023-11-05,D-Mart Hinjewadi,Supermarket,Solapur,Maharashtra,NexaGold Red Chilli 200g,Spices,35,280,9800,Offline,Late Delivery
2023-11-04,Shah General,Kirana,Kolhapur,Maharashtra,NexaGold Groundnut Oil 1L,Edible Oil,10,30,300,Offline,Damaged
2023-11-03,Gaikwad Store,Kirana,Aurangabad,Maharashtra,NexaGold Turmeric 200g,Spices,30,110,3300,Online,Wrong Item
2023-11-26,Star Bazaar Pune,Supermarket,Kolhapur,Maharashtra,NexaGold Chana Dal 1kg,Dal,4,110,440,Offline,Wrong Item
2023-11-04,Pawar General,Kirana,Solapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,28,30,840,Offline,
2023-11-27,D-Mart Aundh,Supermarket,Rajkot,Gujarat,NexaClean Dishwash 500ml,Household,5,140,700,Online,Damaged
2023-11-05,Deshmukh Provisions,Kirana,Surat,Gujarat,NexaGold Turmeric 200g,Spices,21,50,1050,Offline,
2023-11-06,Patel Kirana,Kirana,Solapur,Maharashtra,NexaGold Red Chilli 200g,Spices,26,110,2860,Offline,Late Delivery
2023-11-09,Mishra Provisions,Kirana,Nagpur,Maharashtra,NexaFresh Mixed Fruit 1L,Beverages,22,70,1540,Offline,Late Delivery
2023-11-13,Kulkarni Store,Kirana,Vadodara,Gujarat,NexaGold Garam Masala 100g,Spices,29,30,870,Offline,Wrong Item
2023-11-12,D-Mart Hinjewadi,Supermarket,Nashik,Maharashtra,NexaGold Wheat Atta 5kg,Atta,30,30,900,Offline,
2023-11-01,Deshmukh Provisions,Kirana,Vadodara,Gujarat,NexaGold Turmeric 200g,Spices,12,350,4200,Offline,
2023-11-26,Jadhav Store,Kirana,Pune,Maharashtra,NexaGold Chana Dal 1kg,Dal,13,70,910,Online,
2023-11-07,Gaikwad Store,Kirana,Pune,Maharashtra,NexaGold Sunflower Oil 1L,Edible Oil,22,140,3080,Offline,
2023-11-20,Rajput Provisions,Kirana,Pune,Maharashtra,NexaGold Chana Dal 1kg,Dal,14,350,4900,Offline,Wrong Item
2023-11-12,Joshi Traders,Kirana,Aurangabad,Maharashtra,NexaGold Sunflower Oil 5L,Edible Oil,7,550,3850,Online,Late Delivery
2023-11-11,Deshmukh Provisions,Kirana,Surat,Gujarat,NexaCrunch Mixture 200g,Snacks,28,550,15400,Online,
2023-11-21,Khare Kirana,Kirana,Kolhapur,Maharashtra,NexaCrunch Chips 100g,Snacks,13,550,7150,Online,
2023-11-10,Pawar General,Kirana,Solapur,Maharashtra,NexaGold Wheat Atta 5kg,Atta,39,50,1950,Offline,Wrong Item
2023-11-20,Desai Provisions,Kirana,Pune,Maharashtra,NexaCare Shampoo 200ml,Personal Care,10,280,2800,Offline,Late Delivery
2023-11-05,Gaikwad Store,Kirana,Solapur,Maharashtra,NexaFresh Mango Juice 1L,Beverages,31,350,10850,Offline,
2023-11-20,Khare Kirana,Kirana,Rajkot,Gujarat,NexaCare Shampoo 200ml,Personal Care,19,50,950,Offline,Wrong Item
2023-11-26,Shah General,Kirana,Nashik,Maharashtra,NexaGold Moong Dal 1kg,Dal,11,280,3080,Online,Wrong Item
2023-11-09,Gupta Store,Kirana,Pune,Maharashtra,NexaGold Toor Dal 1kg,Dal,16,50,800,Offline,Damaged
2023-11-13,Rajput Provisions,Kirana,Surat,Gujarat,NexaFresh Mango Juice 1L,Beverages,24,30,720,Offline,
2023-11-23,Sawant Traders,Kirana,Vadodara,Gujarat,NexaGold Wheat Atta 5kg,Atta,18,140,2520,Offline,
2023-11-16,Pawar General,Kirana,Kolhapur,Maharashtra,NexaGold Multigrain Atta 5kg,Atta,29,50,1450,Offline,
2023-11-02,Deshpande Store,Kirana,Ahmedabad,Gujarat,NexaCare Shampoo 200ml,Personal Care,40,50,2000,Offline,
2023-11-24,Yadav General,Kirana,Surat,Gujarat,NexaGold Turmeric 200g,Spices,29,550,15950,Offline,
2023-11-16,Deshpande Store,Kirana,Rajkot,Gujarat,NexaGold Red Chilli 200g,Spices,39,50,1950,Offline,
2023-11-14,Yadav General,Kirana,Surat,Gujarat,NexaCrunch Namkeen 150g,Snacks,40,350,14000,Offline,Wrong Item
2023-11-20,Star Bazaar Pune,Supermarket,Vadodara,Gujarat,NexaGold Sunflower Oil 5L,Edible Oil,10,550,5500,Offline,Damaged
2023-11-20,Patil General,Kirana,Surat,Gujarat,NexaGold Toor Dal 1kg,Dal,5,550,2750,Online,Damaged
2023-11-16,Patel Kirana,Kirana,Ahmedabad,Gujarat,NexaFresh Mango Juice 1L,Beverages,8,280,2240,Online,Damaged
2023-11-20,Gupta Store,Kirana,Solapur,Maharashtra,NexaCrunch Mixture 200g,Snacks,19,70,1330,Offline,Damaged
